ID,Question,Answers,Documents
5a8c3d3d5542997f31a41e00,"Abraham Bankier was one of the owners of the Rekord factory that was taken over by a German Industrialist, spy, and member of the Nazi Party who is credited with saving how many Jews during the Holocaust?","['1,200']","['Abraham Bankier', 'Oskar Schindler']"
5a78b524554299148911f954,"Sam Goody, who was run by Musicland Group, Inc., filed bankrupcy in which year?",['2006'],"['Musicland', 'Sam Goody']"
5adeb3715542995534e8c6da,"Kevin ""Jack"" Haugrud was the acting United States Secretary of the Interior, serving since the end of the Obama administration on January 20, 2017 until the swearing in of Ryan Zinke, an American politician and businessman, on which date?","['March 1, 2017']","['Kevin Haugrud', 'Ryan Zinke']"
5ac376b15542995ef918c1ac,Puklo srce is an album by a singer who lives where? ,['Belgrade'],"['Puklo srce', 'Boban Rajović']"
5ae062345542993d6555eb2f,Hall of Fame Racing is a team created by a joint venture of a number of players including the quarterback who was the #1 overall draft pick in what year?,['1989'],"['Hall of Fame Racing', 'Troy Aikman']"
5a7cc4a1554299452d57ba36,Who administers the federal law that the California Healthy Families Program implements?,['the United States Department of Health and Human Services'],"['California Healthy Families Program', ""Children's Health Insurance Program""]"
5ac51e645542994611c8b3b8,Cyril Briggs was dedicated to advancing what  worldwide intellectual movement that aims to encourage and strengthen bonds of solidarity between all people of African descent,['Pan-Africanism'],"['Cyril Briggs', 'Pan-Africanism']"
5ac4a02c5542996feb3fe920,When was the host that Renee Montagne succeeded born?,"['May 16, 1947']","['Renée Montagne', 'Bob Edwards']"
5a806346554299485f5985e0,"A combat flight simulator video game published by Konami and released in 2012 features missions including the attack on this location by the Empire of Japan on December 7, 1941?",['Pearl Harbor'],"['Birds of Steel', 'Birds of Steel', 'Birds of Steel', 'Pearl Harbor']"
5adfdcca55429925eb1afacf,In what year did the submarine that sank the Tsushima Maru open to public tours?,['1981'],"['Tsushima Maru', 'USS Bowfin (SS-287)']"
5ac1353255429964131be192,"Where are the metalcore band from, that released second full-length album titled Rage?","['Atlanta, Georgia']","['Rage (Attila album)', 'Attila (metalcore band)']"
5a81efbb5542995ce29dcc8e,"The actress that plays Amber in the sitcom ""The Old Guys"" received a BAFTA TV Award in 2014 for her role in what tv show?","['""The IT Crowd""']","['The Old Guys', 'Katherine Parkinson']"
5abed82a5542993fe9a41d51,What song recorded by Fergie was produced by Polow da Don and was followed by Life Goes On?,['M.I.L.F. $'],"['Life Goes On (Fergie song)', 'M.I.L.F. $']"
5a7deffd5542995f4f40232e,"Which magazine is published in the United Kingdom, Bella or Al Jamila?",['Bella'],"['Bella (magazine)', 'Al Jamila']"
5a7fefa65542994857a7685f,"Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?",['RED'],"['Product Red', 'Head (company)']"
5ab30329554299166977417b,Them Crooked Vultures and The Vines are both part of what music genres?,['Rock'],"['Them Crooked Vultures', 'Them Crooked Vultures', 'The Vines (band)']"
5ae67c245542996d980e7b82,Who was the former wife of the American musician who led the band Kings of Rhythm?,['Tina Turner'],"['Kings of Rhythm', 'Ike Turner']"
5ae07ccd55429945ae959372,Are Mary Doria Russell and James Joyce both novelists?,['yes'],"['Mary Doria Russell', 'James Joyce']"
5a8474ae554299123d8c225d,"James Clark McReynolds (February 3, 1862 – August 24, 1946) was an American lawyer and judge who served as United States Attorney General under President Woodrow Wilson and as an Associate Justice of the United States Supreme Court, he served on the Court, during the presidency of which 30th President of the United States (1923–29)?",['John Calvin Coolidge Jr.'],"['James Clark McReynolds', 'Calvin Coolidge']"
5a733ac45542994cef4bc4e3,Which star in The Pokrovsky Gate was also a director and occasional singer?,['Oleg Menshikov'],"['The Pokrovsky Gate', 'Oleg Menshikov']"
5a7baa0f554299294a54aa79,Who directed the movie that Olympia Dukakis won an Academy Award for?,['Norman Jewison'],"['Olympia Dukakis', 'Moonstruck']"
5a877a9e5542993e715abf62,"Skyler Elizabeth Day (born August 2, 1991) is an American actress and singer, best known for her recurring roles as Maggie Ritter on the series ""Gigantic"", on TeenNick is an American digital cable and satellite television channel that is owned by Nickelodeon Group, a unit of the Viacom Media Networks division of Viacom, aimed primarily at teenagers aged what span?",['13-18'],"['Skyler Day', 'TeenNick']"
5ae56de75542990ba0bbb2a6,"When was the English disc jockey who hosted ""The Voice UK"" born? ",['18 March 1985'],"['The Voice UK (series 5)', 'Marvin Humes']"
5abecd755542997719eab5d0,6 Interpretations included the songwriter who performed in what band from 1985 to 1995?,['Requiem in White'],"['6 Interpretations', 'Doc Hammer']"
5ae6090555429929b0807a93,"What year did the namesake of Fort Davis, Alaska die?",['1879'],"['Fort Davis, Alaska', 'Jefferson C. Davis']"
5ab5831f5542997d4ad1f16d,"The Warlock in Spite of Himself is a science fantasy novel by American author Christopher Stasheff, published in 1969, the title is a play on the title of which French playwright and actor, known by what stage name?",['Molière'],"['The Warlock in Spite of Himself', 'Molière']"
5aba2fff554299232ef4a26c,What piece was composed in 1937 for the American Bandmasters Association and has a melody similar to Green Bushes?,['Lincolnshire Posy'],"['Green Bushes', 'Lincolnshire Posy']"
5ac2b5d2554299218029dafd,Feodor Chin voices the character of Zenyatta from a game by a developer an publisher based in what city and state?,"['Irvine, California']","['Feodor Chin', 'Blizzard Entertainment']"
5ac2f1eb554299218029dba5,"In what year did the Britain Burma Society founded under the distinguished patronage of  Earl Mountbatten of Burma, Sir Hubert Rance whose formal prefix Sir was strictly governed by law and custom as an honorific address?",['1957'],"['Britain–Burma Society', 'Sir', 'Sir']"
5a808b8f5542992bc0c4a76e,Pete Mount was the father of the American Basketball Player who was the first high school athlete on the cover of which publication?,['Sports Illustrated'],"['Pete Mount', 'Rick Mount']"
5ae1baab554299234fd042da,"What is the best known song of the artist who originally recorded the song ""A Thousand Times a Day""?",['He Stopped Loving Her Today'],"['A Thousand Times a Day', 'George Jones']"
5ac01bb75542996f0d89cb22,"Of the film directors Kenji Mizoguchi and Andrzej Żuławski, which one often went against mainstream commercialism in his films?",['Andrzej Żuławski'],"['Kenji Mizoguchi', 'Andrzej Żuławski', 'Andrzej Żuławski']"
5a7cb30d5542996dd594b993,What Indian politician hosted a Hindi language Indian television talk show?,['Smriti Malhotra'],"['Kuch... Diiil Se', 'Smriti Irani']"
5a759a395542996c70cfaf0a," Jessica, is the second single from York-based rock band Elliot Minor, the band wrote this song out of their affection for which American actress and businesswoman?",['Jessica Marie Alba'],"['Jessica (Elliot Minor song)', 'Jessica Alba']"
5a7dd0875542990b8f503ac4,How many people were killed by a van bomb by the man Inga Bejer Engh prosecuted in a high profile 2012 trial?,['eight'],"['Inga Bejer Engh', 'Anders Behring Breivik']"
5abfb4015542990832d3a1c9,The Jargon Society has published books by the founder and primary theorist of what group of poets?,['Objectivist'],"['The Jargon Society', 'Louis Zukofsky']"
5a8a04e35542992d82986e51,"Restoration literature is the English literature written during the historical period commonly referred to as the English Restoration (1660–1689), which corresponds to the last years of the direct Stuart reign, it saw Locke's ""Treatises of Government"", the founding of the Royal Society, the experiments and holy meditations of Robert William Boyle, was an Anglo-Irish natural philosopher, chemist, physicist and inventor born in Lismore, County Waterford, in which location?",['Ireland'],"['Restoration literature', 'Robert Boyle']"
5ac12cb45542994d76dccd97,John Martin & Co. is responsible for the pageant that has been known as what since 1996?,['Credit Union Christmas Pageant'],"['John Martin &amp; Co.', 'Adelaide Christmas Pageant']"
5ae838335542997ec272777a,"Who directed Revolver, the 2005 crime thriller starring the English actor Jason Statham?",['Guy Ritchie'],"['Revolver (2005 film)', 'Jason Statham']"
5a89d9775542992e4fca83e9,What sport does Pieter Nys and Fortuna Sittard have in common?,['football'],"['Pieter Nys', 'Fortuna Sittard']"
5a74466855429929fddd83f3,What British comedy film starred Robin Weaver?,['The Inbetweeners 2'],"['Robin Weaver', 'The Inbetweeners 2']"
5a76b6185542993569682c8e,Whitney Williams has a chair on the board of a non-profit with Ben Affleck and what other company?,['williamsworks'],"['Eastern Congo Initiative', 'Whitney Williams']"
5a7520e655429929fddd8507,Which painter created the 'Beguiling of Merlin' and was closely associated with the later part of the Pre-Raphaelite movement? ,['Edward Burne-Jones'],"['The Beguiling of Merlin', 'Edward Burne-Jones']"
5abdbe455542993f32c2a044,Nikolaas Tinbergen shared the 1973 Nobel in Medicine with the zoologist who was of what nationality?,['Austrian'],"['Nikolaas Tinbergen', 'Konrad Lorenz']"
5ab56eaa5542992aa134a316,"In what conference is the University that had a coach born on September 9th, 1960?",['the Big 12 Conference'],"['2016 Oklahoma Sooners football team', '2016 Oklahoma Sooners football team', 'Bob Stoops']"
5addfc1b5542992200553bc5,Oliver Boot had a role in the Moliere-based film that was first performed in what year?,['1664'],"['Oliver Boot', 'Tartuffe']"
5ac42b5e554299076e296d7e," ""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?",['Loretta Lynn'],"['Your Love Had Taken Me That High', 'Conway Twitty', 'Conway Twitty']"
5ac01f885542990832d3a1f7,How far north from Salzburg is the Austrian village that shares a name with a controversial German Pilsner or pale lager?,['33 km'],"['Fucking Hell', 'Fucking Hell', 'Fucking, Austria']"
5abbe945554299114383a08c,The Grinch is a fictional character created by an author that died in what year?,['1991'],"['Grinch', 'Dr. Seuss']"
5adc14cd554299438c868d47,Were Nikos Koundouros and Curtis Hanson both film directors?,['yes'],"['Nikos Koundouros', 'Curtis Hanson']"
5a84807c554299123d8c2277,"Qwirkle and Evo, are which type of entertainment?",['game'],"['Qwirkle', 'Evo (board game)']"
5a88dd985542993b751ca898,What Emmy Award winner worked on Miles from Home?,['Gary Sinise'],"['Miles from Home', 'Gary Sinise']"
5ac4fac655429924173fb538,"Who replaced the Peabody Award winner, made famous for his NPR flagship program, in 2004?",['Renée Montagne'],"['Renée Montagne', 'Renée Montagne', 'Renée Montagne', 'Renée Montagne', 'Bob Edwards', 'Bob Edwards', 'Bob Edwards']"
5adbf56455429947ff173868,What show is an American-Canadian drama starring Scott Lowell playing Ted Schmidt?,['Queer as Folk'],"['Scott Lowell', 'Queer as Folk (U.S. TV series)']"
5ab9fe8755429901930fa767,"""HMS ""Sussex"" was an 80-gun third-rate ship, of the line of the English Royal Navy, for which sovereign state on the island of Great Britain from the 10th century—when it emerged from various Anglo-Saxon kingdoms—until 1707, when it united with Scotland to form the Kingdom of Great Britain?",['Kingdom of England'],"['HMS Sussex (1693)', 'Kingdom of England']"
5a8b7b9255429949d91db5ad,Arthur bell as an amateur cricketer player for what league known for employing professional players.,['Lancashire League'],"['Arthur Bell (footballer)', 'Lancashire League (cricket)']"
5adf8aea5542993344016ce9,In what year was the woman whose former chief of staff was Rachel Noerdlinger born?,['1954'],"['Rachel Noerdlinger', 'Chirlane McCray']"
5a80a3205542992bc0c4a792,"In regards to the album that had, according to Dave Grohl, his favourite song he has ever written, when was it released?","['April 12, 2011']","['These Days (Foo Fighters song)', 'These Days (Foo Fighters song)', 'Wasting Light', 'Wasting Light']"
5ae3deb35542992e3233c488,True Williams was the first to illustrate which title character of a Mark Twain novel?,"['Thomas ""Tom"" Sawyer']","['True Williams', 'Tom Sawyer']"
5a772aae5542994aec3b7203,"KKWQ-FM is a local radio station covering which area, that is a coextensive with Angle Township?",['The Northwest Angle'],"['KKWQ-FM', 'Northwest Angle']"
5a7a39655542990198eaf0f4,"Who worked for both the Security Service and the Secret Intelligence Service, and began writing novels under his pen name, Audre Lorde or John le Carré?",['David John Moore Cornwell'],"['Audre Lorde', 'John le Carré']"
5ab2bfc65542991669774094,"When did the British/Irish digital television channel, which features Spliced, first launch?",['22 July 2002'],"['Spliced (TV series)', 'Spliced (TV series)', 'Nicktoons (UK and Ireland)']"
5a7936af55429907847277f3,The Oxus cobra contains what kind of ions for their venom to be active? ,['magnesium'],"['Ribonuclease V1', 'Caspian cobra']"
5abb05f25542992ccd8e7ebb,The team Kevin Goldthwaite last played for play their home games at Providence Park since what year?,['2011'],"['Kevin Goldthwaite', 'Portland Timbers']"
5ae497145542995dadf24362,Are Naser Mestarihi and Justin Sane both singer-songwriters?,['yes'],"['Naser Mestarihi', 'Justin Sane']"
5a89d9b455429946c8d6e9e2,"Abeliophyllum and Brillantaisia, are types of what?",['plants'],"['Abeliophyllum', 'Brillantaisia']"
5ac41d45554299194317391d,Which 2004 Nickelodeon show was created by Sue Rose and starred Molly Hagan? ,['Unfabulous'],"['Molly Hagan', 'Unfabulous']"
5a823d4b55429903bc27ba4f, Charles Runnington was born in a country in southern what?,['England'],"['Charles Runnington', 'Hertfordshire']"
5adfa4155542995534e8c828,"Chris Vance, is an English actor, and is the second actor after which English actor, and a former model and competitive diver, to play Frank Martin?",['Jason Statham'],"['Chris Vance (actor)', 'Jason Statham']"
5ac1cfe05542994d76dcceea,"In which school was the fictional character in ""The Simpsons"" which was voice by Marcia Wallace a teacher?",['Springfield Elementary School'],"['Marcia Wallace', 'Edna Krabappel']"
5abc00f65542993f40c73c40,Kim Warwick and Matt Lucena both play what sport?,['tennis'],"['Kim Warwick', 'Matt Lucena']"
5a8220805542995ce29dccbe,"Which author is known for her ""Anne of Green Gables"" books: Lucy Maud Montgomery or Jan Karon?",['Lucy Maud Montgomery'],"['Lucy Maud Montgomery', 'Jan Karon']"
5ae80174554299321098402a,Which award did the star of The Nativity Story win at the 2004 Broadcast Film Critics Association Awards?,['Best Young Actor/Actress'],"['The Nativity Story', 'Keisha Castle-Hughes']"
5ac31b67554299741d48a1f5,La Valentina starred the actress who was the second wife of which actor?,['John Wayne'],"['La Valentina (1938 film)', 'Esperanza Baur']"
5ab94a1e55429934fafe6e78,Effie Crockett is credited with creating the song that was based on what English ballad?,['Lillibullero'],"['Effie Crockett', 'Rock-a-bye Baby']"
5a7cc37f554299452d57ba2a,"Who was the director of the film which had ""Held"" on its soundtrack?",['Stephen Frears'],"['Knock Knock (album)', 'High Fidelity (film)']"
5ab7c93f55429928e1fe38e4,"Björn Ulvaeus was a part of a Swedish pop group, formed in Stockholm in 1972, as well as co-producer on the film ""Mamma Mia!"" with who?",['Benny Andersson'],"['ABBA', 'Björn Ulvaeus', 'Björn Ulvaeus', 'Björn Ulvaeus']"
5ab5b8975542997d4ad1f1bd,"An American theoretical physicist who worked in particle physics and cosmology, she was also known as the Frank B. Baird, Jr., was a former guest on a podcast that was described as ""a think tank promoting science, reason, and secular values in public policy and at the grass roots""; when was that podcast started?",['2005'],"['Point of Inquiry', 'Point of Inquiry', 'Point of Inquiry', 'Lisa Randall', 'Lisa Randall']"
5a77f88a5542995d8318133c,What was the 2013 population of the country Fujairah College is located in?,['9.2 million'],"['Fujairah College', 'United Arab Emirates']"
5a850cdb5542994c784ddae6,What town sends their students to Messalonskee High School and had a population of 1010 according to the 2010 census?,['Rome'],"['Messalonskee High School', 'Rome, Maine']"
5a8f964355429918e830d285,What is the instrument played by the instrumentalist with whom Taj Mahal and N. Ravikiran made Mumtaz Mahal?,['Mohan Veena (slide guitar)'],"['Mumtaz Mahal (album)', 'Vishwa Mohan Bhatt']"
5add5d925542992200553ad4,What year saw the founding of the baseball team where Hal McRae played from 1973-87?,['1969'],"['Hal McRae', 'Kansas City Royals']"
5a8cc6c7554299441c6b9ef8,What is the Soninke language meaning of the name of the democracy that is home to Kumasi Airport?,"['""Warrior King""']","['Kumasi Airport', 'Ghana']"
5a7293145542992359bc310d,Shere Khan is a fictional Bengal tiger that was the main antagonist in Rudyard Kipling's book titled what?,['The Jungle Book'],"['The Jungle Book (2016 film)', 'Shere Khan']"
5ae24c195542996483e64965,"Biographic is a weekly comics feature by award-winning cartoonist and illustrator Steve McGarry, the feature is syndicated by Universal Uclick and appears in such publications as The Toronto Sun, an English-language daily tabloid newspaper published in Toronto, Ontario, in which country?",['Canada'],"['Biographic (comics)', 'Toronto Sun']"
5ae1904a554299492dc91b42,"What other country was the queen who launched Dannebrog, also a queen for between 1918 and 1944?",['Iceland'],"['HDMY Dannebrog (A540)', 'Alexandrine of Mecklenburg-Schwerin', 'Alexandrine of Mecklenburg-Schwerin']"
5a8c404e5542997f31a41e02,"Makers: Women Who Make America featured an interview with what talk who host, who was dubbed the ""Queen of all Media""?",['Oprah Winfrey'],"['Makers: Women Who Make America', 'Oprah Winfrey', 'Oprah Winfrey']"
5ae3b4e25542990afbd1e1aa,What professor of mathematics authored the book Fashionable Nonsense?,['Alan Sokal'],"['Fashionable Nonsense', 'Alan Sokal']"
5abfcaa85542993fe9a41e69,Mathilde Ludendorff was the wife of the German General who was victorious at which two battles?,['Battle of Liège and the Battle of Tannenberg'],"['Mathilde Ludendorff', 'Erich Ludendorff']"
5a7f981555429969796c1ad5,"Seimas (""Sejm"", ""Sojm"", Belarusian: Сойм ) was an early parliament in the Grand Duchy of Lithuania, The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one organization, the bicameral parliament of the Polish–Lithuanian Commonwealth is officially titled what?",['Sejm of the Polish–Lithuanian Commonwealth'],"['Seimas of the Grand Duchy of Lithuania', 'Sejm of the Polish–Lithuanian Commonwealth']"
5a7e2f7c5542997cc2c4752e,"Lee Mi-sook (born April 2, 1960) is a South Korean actress, one of the best-known actresses of 1980s Korean cinema, Lee's most famous films from this era include which of Lee Doo-yong's, 1986 South Korean drama filmLee Mi-sook (born April 2, 1960) is a South Korean actress, one of the best-known actresses of 1980s Korean cinema, Lee's most famous films from this era include which of Lee Doo-yong's, 1986 South Korean drama film, Mulberry, based on the eponymous classic story, by who?",['Na Do-hyang'],"['Lee Mi-sook', 'Mulberry (film)']"
5ae00dde554299025d62a3ce,"Elwyn McRoy is an American college basketball coach and current men's basketball assistant coach at Coppin State University, a historically black college located in Baltimore, Maryland, in which country?",['United States'],"['Elwyn McRoy', 'Coppin State University']"
5ac5093055429924173fb574,"Who won an award first, the Brothers Quay or Alexandra Shiva?",['Brothers Quay'],"['Brothers Quay', 'Brothers Quay', 'Alexandra Shiva', 'Alexandra Shiva']"
5a90c2db55429916514e755e,"Catherine Louise Sagal (born January 19, 1954) is an American actress and singer-songwriter, she's know as well for starring in the role of Cate Hennessy, on the show ""8 Simple Rules"", is an American sitcom, originally starring who as the father?",['John Ritter'],"['Katey Sagal', '8 Simple Rules']"
5abb16415542992ccd8e7f0d,What was the nationality of Marco Garibaldi's former partner?,['American'],"['Marco Garibaldi', 'Priscilla Presley']"
5a8ddfcb5542995a26add43f,A theoretical explanation  of the Wien effect has been proposed by a man awarded the Nobel Prize in Chemistry in what year?,['1968'],"['Wien effect', 'Lars Onsager']"
5ae1130a5542997b2ef7d0d3,What tribe what American Horse a part of?,"['American Horse (Oglala Lakota: ""Wašíčuŋ Tȟašúŋke"" in Standard Lakota Orthography) (a/k/a ""American Horse the Elder"") (1830–September 9, 1876) was an Oglala Lakota warrior chief renowned for Spartan courage and honor.']","['John Wallace Crawford', 'American Horse (elder)']"
5ae4ace95542995dadf243a2,"Which is located in Hunan province, Huaihua or Qitaihe?",['Huaihua'],"['Huaihua', 'Qitaihe']"
5a77a5475542992a6e59df4d,"Which baseball player and manager was born in Ellisville, Mississippi, home of 4448 people?",['Harry Francis Craft'],"['Harry Craft', 'Harry Craft', 'Ellisville, Mississippi', 'Ellisville, Mississippi']"
5abb0231554299232ef4a399, Hariharan Pillai Happy Aanu contains music by which arranger from Kerala?,['Stephen Devassy'],"['Hariharan Pillai Happy Aanu', 'Stephen Devassy']"
5ab3fe4055429976abd1bd1a,"Xiaogan and Mingguang, are located in which country?","[""People's Republic of China""]","['Xiaogan', 'Mingguang']"
5a72863b5542992359bc30d4,"Which was founded first, Stellenbosch University or Wayne State University?","['Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students']","['Stellenbosch University', 'Wayne State University']"
5a88988b5542993e715ac053,Are a Brandy Alexander and a Paloma both Tequila based?,['no'],"['Brandy Alexander', 'Paloma (cocktail)']"
5adde3295542992200553b8c,Who is the current head coach of the basketball team for which Michael Beasley played for one year before declaring for the NBA draft in 2008?,['Bruce Weber'],"['Michael Beasley', ""Kansas State Wildcats men's basketball""]"
5a75a52b5542992d0ec05fcf,"What is the nationality of the actor who starred as Rene Russo's husband in the 1997 movie ""Buddy""?",['Scottish'],"['Buddy (1997 film)', 'Robbie Coltrane']"
5a81f3df5542990a1d231ef1,"Are the bands Tool and Capital Cities both from Los Angeles, California?",['yes'],"['Capital Cities (band)', 'Tool (band)']"
5a879b5d5542993e715abfc2,What animal subject to the Foster's rule is the smallest North American deer?,['Key deer'],"[""Foster's rule"", 'Key deer']"
5a8cbf1a554299441c6b9ef7,Who is Yulia Zagoruychenko's dance partner?,['Riccardo Cocchi'],"['Riccardo Cocchi', 'Yulia Zagoruychenko']"
5ac1b9c155429963665198fe,"In which year was this international arms smuggler who was the subject of the 2014 documentary film ""The Notorious Mr. Bout"" born?",['1967'],"['The Notorious Mr. Bout', 'The Notorious Mr. Bout', 'Viktor Bout']"
5ab51c2a5542991779162d80,"What was the franchise, in which Anton Šťastný played 9 seasons, renamed after moving in 1995?",['Colorado Avalanche'],"['Anton Šťastný', 'Quebec Nordiques']"
5ae08e2455429945ae9593bb,"The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?",['Tsui Hark'],"['Seven Swords', 'Leon Lai']"
5a7b8adb554299294a54a9e7,"Tripel was the strongest beer in their range, in 1956, served at a Trappist brewery in what country?",['Belgium'],"['Tripel', 'Westmalle Brewery']"
5a775de85542993569682d6f,"What 1982 film, aired in 1983, was the seventh highest rated non-sports show and featured Kansas state highway K-10?",['The Day After'],"['K-10 (Kansas highway)', 'K-10 (Kansas highway)', 'The Day After', 'The Day After']"
5ae4c33a55429960a22e01c4,"Tressie Souders and Padmarajan, have which occupation in common?",['film director'],"['Tressie Souders', 'Padmarajan']"
5a78e3d2554299029c4b5eca,"Who is an American journalist and has been Literary Editor of ""The Weekly Standard,"",  Philip Terzian or Derek Sherinian",['Philip Henry Terzian'],"['Philip Terzian', 'Derek Sherinian']"
5a873c985542994846c1cd28,"Who is an American musician, Peter Chelsom or Billy Bob Thornton?","['""Billy Bob"" Thornton']","['Peter Chelsom', 'Billy Bob Thornton']"
5ae0fd14554299422ee995a3,Did Terence Davies and Richard Wallace have the same nationality?,['no'],"['Terence Davies', 'Richard Wallace (director)']"
5a8efb0f55429918e830d171,"What year was the soundtrack to the Austrian-American comedy film, directed by Stephen Herek and starring Charlie Sheen, released?",['1993'],"['All for Love (song)', 'All for Love (song)', 'The Three Musketeers (1993 film)', 'The Three Musketeers (1993 film)']"
5ab9aee55542996be2020588,"The author of ""Evolution: A Theory in Crisis"" is a Senior Fellow at what institute?","[""Discovery Institute's Center for Science and Culture""]","['Evolution: A Theory in Crisis', 'Michael Denton']"
5a8ceac4554299585d9e3766,What college did the Chiefs all time leading rusher attend?,['University of Texas'],"['2017 Kansas City Chiefs season', 'Jamaal Charles']"
5add88645542992ae4cec5a3,"When was the American rapper from Atlanta, Georgia born who's song is ""Sneakin'""?","['October 22, 1992']","[""Sneakin'"", '21 Savage']"
5a77544955429966f1a36d0e,"The 1950 BRDC International Trophy included what entrant from Bourne, Lincolnshire, England?",['Raymond Mays'],"['1950 BRDC International Trophy', 'Raymond Mays']"
5a7790f75542995d831811d8,"Who was born in 1976 and co-wrote the teleplay for the first episode of ""Black Mirror?""",['Rashida Jones'],"['Nosedive', 'Rashida Jones']"
5a87f11455429938390d3ec1,"If Cheung Kong Center were to host A Symphony of Lights, what aspect of the center would be necessary to do so?",['coloured lights'],"['Cheung Kong Center', 'A Symphony of Lights']"
5ac3beb75542995ef918c20b,Mark Geragos was involved in the scandal that took place in what decade?,['1990s'],"['Mark Geragos', 'Whitewater controversy']"
5ab71f8e5542993667793f42,What town does Bucklow and Trafford have in common?,['Partington'],"['Bucklow (ward)', 'Trafford']"
5a7feaee5542994857a7684b,"What club did  a Swiss footballer primarily recognised as a right-back who signed for a professional football club in 2013 based in Old Trafford, Greater Manchester, England ?",['Saint-Étienne'],"['Saidy Janko', 'Manchester United F.C.']"
5ab9796c554299753720f818,"Which board game was created by Reiner Knizia, Junta or Medici?",['Medici'],"['Junta (game)', 'Medici (board game)']"
5a7c4cb555429907fabeef56,Statistician Walter Francis Willcox received three degrees from a local college in Massachusetts. Which college?,['Amherst College'],"['Walter Francis Willcox', 'Walter Francis Willcox', 'Walter Francis Willcox', 'Amherst College']"
5adc05f35542996e685252ac,"Brisingr is the third novel in the ""Inheritance Cycle"", is a young adult tetralogy of high fantasy novels written by which American author?",['Christopher Paolini'],"['Brisingr', 'Inheritance Cycle']"
5ab65a7a55429954757d3250,Rakekniven was climbed in 1996 by a mountaineer that holds which nationality ?,['American'],"['Rakekniven', 'Alex Lowe']"
5a7cffec554299452d57bac1,Who was the head coach of the Duke Blue Devils football team when they played at Wallace Wade Stadium and has won multiple college football coach of the year awards?,['David Cutcliffe'],"['2013 Duke Blue Devils football team', 'David Cutcliffe']"
5ab9f60e55429901930fa753,"Dr Donald John Pinkava, is a botanist, specialising in cacti and succulents, and he is the discoverer of some of their varieties, at which public metropolitan research university on five campuses across the Phoenix metropolitan area, and four regional learning centers throughout Arizona, he has which position?",['Professor Emeritus'],"['Donald John Pinkava', 'Arizona State University']"
5a73d26b5542992d56e7e3a6,Which 2017 Indian crime action film includes the song Zaalima written by Amitabh Bhattacharya?,['Raees'],"['Zaalima', 'Zaalima', 'Raees (film)']"
5a7bbc77554299294a54aaaa,Which jury member for Deutschland sucht den Superstar was an American model and choreographer born in 1957?,['Bruce Darnell'],"['Deutschland sucht den Superstar (season 9)', 'Bruce Darnell']"
5adf53885542995ec70e8fc5,Where was the film A Taxi Driver released?,['South Korea'],"['Jang Hoon', 'A Taxi Driver']"
5a74742655429979e2882958,"What was a single released in 1959 and peaked at number 4 on the ""Billboard"" Hot 100, performed by an American country-influenced rock and roll duo, known for steel-string acoustic guitar playing and close harmony singing?","[""'Till) I Kissed You""]","['(Till) I Kissed You', '(Till) I Kissed You', 'The Everly Brothers']"
5ab56bbe554299494045efbe,Have Peter Cetera and Jeremy McKinnon both been members of a band?,['yes'],"['Peter Cetera', 'Jeremy McKinnon']"
5ae6692255429908198fa5c4,"The 2010–11 Tour de Ski was the 5th edition of the Tour de Ski and took place from 31 December 2010 to which date, Swiss cross-country skier, Dario Cologna won the Men's class?",['9 January 2011'],"['2010–11 Tour de Ski', 'Dario Cologna']"
5a8507305542994c784ddada,What was the population according to the 2010 census of the census-designated place where Max Loughan created a crystal radio?,"['8,777']","['Max Loughan', 'Incline Village, Nevada']"
5a8204dc55429926c1cdadea, Meg is an upcoming American film staring a former what?,['MTV VJ'],"['Meg (film)', 'Meg (film)', 'Ruby Rose']"
5ae0ae2655429906c02daaf4,What year was Curious George released along with the record company that produced the soundtrack for the movie?,['2006'],"['Brushfire Records', 'Curious George (film)']"
5a809c385542996402f6a5a4,"What is a 2011 British action comedy film parodying the James Bond secret agent genre, that features a song by the band Primal Scream?",['Johnny English Reborn'],"[""Can't Go Back (Primal Scream song)"", 'Johnny English Reborn']"
5ac39af3554299391541380e,Are Ima Robot and Of Montreal music bands ?,['yes'],"['Ima Robot', 'Of Montreal']"
5ab63bc75542995eadeeff8a,How long is the river on which Wilbur Dam is located?,['78.5 mi'],"['Wilbur Dam', 'Watauga River', 'Watauga River']"
5a76ce7f55429972597f13d5,What is the busiest Amtrak route that does not stop at either Lortorn Station?,['The Northeast Regional'],"['Lorton station (VRE)', 'Lorton station (VRE)', 'Northeast Regional', 'Northeast Regional']"
5ac1326b55429964131be179,"K. Shivaram Karanth is what type of artist, which combines dance, costum, makeup, and dialogue?",['Yakshagana'],"['K. Shivaram Karanth', 'Yakshagana']"
